PII,country,designation
1235,France,Praelatenberg Grand Cru
1236,France,Eichberg Grand Cru
1237,France,Fronholz
1238,France,Engelberg Grand Cru
1240,Portugal,Reserva
1242,France,Zédé de Labégorce
1243,Italy,Basarin
1244,Italy,Ronchi
1245,US,Stagecoach Vineyard
1246,US,Limited Release X Clones Estate Bottled
1247,US,Ciel du Cheval Vineyard
1248,Portugal,Reserva
1249,US,Estate Bottled Reserve
1250,US,Zenith Estate Cuvée
1251,Chile,Purple Angel
1253,Portugal,Reserva
1254,US,Small Block Reserve
1255,US,La Sereinité
1257,Portugal,Terra a Terra Reserva
1258,Italy,Albesani Santo Stefano
1260,Portugal,Reserva
1262,South Africa,Sincerely
1263,France,Cuvée Réservée
1264,Argentina,Don Antonio Grand Reserva
1265,South Africa,Classic Collection
1266,US,Estate St. Helena Vineyard
1268,US,Estate
1269,France,Gouleyant
1270,France,Le Temps des Vendanges
1271,France,Les Comtes de Cahors
1272,US,Tudor Hills Vineyard
1273,US,Sullivan Reserve
1274,Portugal,Tinto
1275,Portugal,Arinto-Fernão Pires
1276,US,Weldon's Wine
1277,Spain,Vendimia Tardia Single Vineyard
1278,US,Tracie's Barrel Fermented
1280,France,Nobles Rives
1281,US,River's Edge Casscles Vineyards
1282,France,Diamant Rouge
1283,Portugal,Versátil Tinto
1284,Portugal,Convento da Vila Branco
1285,Portugal,Caldas
1286,Italy,Bianco
1287,France,Le Temps des Vendanges Sauvignon Blanc-Loin de l'Oeil
1288,Portugal,Barão de Figueira Branco
1294,US,Single Vineyard
1297,US,Les Collines Vineyard
1298,Italy,Gualto Riserva
1299,US,Blue Franc
1300,Italy,Noi 4
1301,US,Brothers Reserve Cabernet Sauvignon Copeland Vineyard
1302,Spain,Cuvée
1303,US,Lawrence Vineyards
1305,Argentina,Trumpeter
1306,Argentina,Premium
1307,Argentina,Broquel
1309,Spain,Joven
1311,Italy,Sorugo
1318,US,Organically Grown Grapes
1319,US,Sawmill Creek Vineyards
1320,Spain,Veraton
1321,Italy,Goghi
1322,US,Nicholas Estate Reserve
1323,France,Confidential
1324,Portugal,Casaleiro Reserva
1325,France,Cuvée Prestige
1326,US,25th Anniversary
1327,France,O Grand R
1328,Germany,Alte Reben Trarbacher Burgberg
1329,Spain,Barranc dels Closos
1331,Greece,Anemos
1332,US,Charles Vineyard
1333,US,Mernet Reserve 35th Anniversary
1334,France,Pas de Deux
1338,Italy,Terre More dell'Ammiraglia
1339,Italy,Sorel
1340,Portugal,Late Bottled Vintage
1341,France,K-Pot
1342,US,Heredity
1345,US,Hyde Vineyard Belle Cousine
1349,Chile,Gran Reserva
1350,France,Heart of Darkness
1351,US,Devious
1352,Italy,Mandolara
1353,US,Purisima Mountain Vineyard
1354,Germany,Bernkasteler Badstube Kabinett
1356,US,Spiral 36 White Table Wine
1357,Portugal,Quinta do Encontro Encontro I Branco
1358,France,Les Chaumées Premier Cru
1359,US,Bernier-Sibary Vineyard
1360,France,Château de Bligny Premier Cru
1361,US,Estate Vineyard
1363,US,Bella Una
1364,France,Le Petit Cheval
1365,France,Mas des Merveilles
1368,US,Cuvée Alis
1369,Portugal,Casa de Santar Reserva
1371,France,Grande Réserve
1372,France,Toute une Histoire
1373,US,Estate
1374,Portugal,Mariana
1375,US,Estate Grown Cave Fermented
1376,France,Pitures Premier Cru
1377,Italy,Del Lupo
1378,Portugal,Daphne
1379,Portugal,Cabeça de Toiro Reserva
1380,US,Doctors Vineyard
1381,Spain,Reserva
1383,Argentina,Reserve
1386,Italy,Trentaquattro34
1388,Italy,Rocche dell'Annunziata
1389,US,Mulberry Street Vitae Springs Vineyard
1390,France,Cuvée Plaisir
1391,US,Rosé
1392,Argentina,Callejon del Crimen Gran Reserva
1393,US,Estate Bottled
1394,US,Heritage
1395,US,Rocheux
1396,France,Domaine de Bégrolles Sur Lie
1399,Italy,Asili
1402,US,Estate Grown
1403,US,Momtazi Vineyard
1406,Spain,Vendimia Tardia Single Vineyard Finca El Bosque
1407,Italy,Castagni
1410,Italy,Bianco
1411,US,Estate
1412,Hungary,Dry
1413,US,Estate Bottled
1416,US,Esperance Curtis Vineyard
1418,US,Old Vine Lopez Ranch
1419,US,Pratt Vineyard
1420,US,Special Reserve
1425,Italy,Trimarchisa
1426,US,Rosé of
1427,Germany,Gutswein Trocken
1428,US,Olenik Vineyard
1429,France,Signature
1430,US,Zena Crown Vineyard
1432,US,Classic Collection
1433,US,X2 Estate
1435,Spain,Reserva
1436,Spain,Lindes de San Vincente
1437,US,DuPratt Vineyard Old Vine
1438,Germany,Bechtheimer Trocken
1442,US,Velvet Devil
1443,France,Clos de la Chaise Dieu
1445,US,Throne
1447,US,Brut Séduction
1448,US,La Croce
1450,France,Le Petit Paon
1453,Spain,Taberner No1
1454,Spain,Taberner
1455,US,Reserve
1456,US,She's Crafty Rosé of
1458,US,Simpson Ridge
1459,US,Franc 'n Stern
1460,US,Montepulciano-Sangiovese
1461,Italy,Riserva
1462,Spain,Selecció
1463,US,Estate Grown
1464,US,Estate Reserve
1467,US,Cielo Rubio
1468,US,6th Sense
1469,Hungary,Late Harvest
1470,US,Vintage Brut
1471,US,Nuthouse Lone Star Vineyard
1472,US,Wirtz Vineyard
1473,Germany,Piesporter Goldtröpfchen Kabinett
1474,Italy,del Comune di Serralunga d'Alba
1476,Israel,Kayoumi Single Vineyard
1477,Argentina,Altísimo
1478,US,Aurosa
1480,Argentina,Catena
1481,Italy,Brandini
1482,US,Bastoni Vineyard Karma
1484,France,Blanche de Bosredon
1485,France,Cuvée Amélie Sur Lie
1486,France,Cuvée Tsar Pierre le Grand
1487,France,Comtesse de Ségur
1489,US,Lila's Cuvee
1490,US,Winemakers Cuvée
1491,Italy,Braja Riserva
1492,US,DCV Estate Block 10
1493,Germany,Schwarzer Adler
1494,Italy,Pichemej
1495,US,Counterpoint
1496,Spain,Art
1497,Portugal,Maria Mora Enamorada
1500,US,au Naturel
1502,US,Reserve
1503,New Zealand,The Great Ted
1504,France,Gouttes de Soleil
1505,France,L'Excellence
1506,France,La Patience de Vannières
1507,France,Cuvée du Couvent
1508,US,Côte Sud Vineyard
1509,US,Coeur Blanc (White Heart)
1510,US,Lock Vineyard
1511,Austria,Ried Spiegel
1512,US,Ventana Vineyard
1513,Austria,Stein
1514,US,Backbone
1515,US,Westlands
1517,US,E Street
1518,US,Le Pré du Col Vineyard
1519,France,Excellence des Muraires
1520,France,Optimum
1522,US,DVX Sparkling Rosé
1525,US,Avellana Vineyard
1526,US,Arsenal
1527,US,Sawyer-Lindquist Vineyard
1528,US,Jack Rabbit Flat Vineyard
1529,US,Gino's
1530,Portugal,Versátil Tinto
1531,Portugal,Convento da Vila Branco
1532,Portugal,Caldas
1533,Italy,Bianco
1534,Italy,Flauto Magico Riserva
1535,US,Cesar
1536,Argentina,Premium Series
1537,France,Réserve
1538,Argentina,Clásico
1541,US,Bianca's White
1542,Portugal,Senses
1543,Portugal,Azul Portugal
1544,France,Château Noël Saint Laurent
1545,Argentina,505 Esencia
1546,Spain,Don Ramón
1548,Portugal,Plexus Branco
1549,US,Verdigris
1550,France,La Fleur Lily Semi-Sweet
1552,Argentina,Ji Ji Ji Finca Villa Seca Gen Fuerza Tranquila
1554,South Africa,Seriously Cool
1556,South Africa,Bob's
1557,Spain,Dulce Blanco
1558,Portugal,Campelo
1559,Portugal,Casal da Seara
1560,US,Gamma: The Complex
1561,US,Dijon Clone
1562,US,Seventeen Forty Reserve
1563,US,Ciel du Cheval Vineyard
1565,US,Upland Vineyards
1566,US,Zabala Vineyard
1570,US,Mesa Reserve Estate Grown and Bottled
1571,France,Vieilles Vignes
1573,France,Kessler Grand Cru
1574,Chile,Max Reserva
1575,US,Cuvée Sauvage
1577,US,Rolleri Cuvée
1578,Chile,Canto de Apalta Cellar Selection
1579,US,Estate
1580,Portugal,Vinha da Costa
1582,France,Castelnau de Suduiraut
1587,US,Estate
1588,Portugal,Quinta dos Quatro Ventos
1589,France,Seppi Landmann Zinnkoeplé Grand Cru
1590,US,The Reserve
1591,US,The Reserve
1592,US,Old Vine
1593,US,MV Trí3
1595,US,Reserve
1596,Argentina,Reserve
1598,Italy,Riserva
1599,Italy,Due Sorelle Riserva
1600,Italy,Emilio Primo
1602,Italy,Ripe al Convento Riserva
1606,US,Cutthroat Blend
1607,US,Mélange Blanc
1608,France,Château Courbian
1610,US,Sofia Blanc de Blancs
1612,US,Springline Super Tuscan-style
1613,US,Bacigalupi Vineyard
1614,US,Estate Bottled
1615,US,Sharp Sisters
1617,US,Estate Grown
1618,US,Boushey Vineyard
1620,France,Brut Prestige
1622,France,Brut Nature
1623,Italy,Riserva
1624,US,Special Reserve
1625,US,Estate Grown Cave Fermented
1626,US,Sierra Madre Vineyard
1627,US,Lachini Family Estate
1628,US,Serious
1629,US,Estate 25th Anniversary
1631,US,Reed Vineyard
1633,France,Grande Réserve Brut
1634,France,La Chêneraie
1637,Italy,Selva
1638,Italy,Limne
1639,US,Reserve
1640,Portugal,Aguia Moura em Vinhas Velhas Reserva
1641,Portugal,Reserva
1642,US,Dark & Brooding
1643,Portugal,Falcoaria
1644,US,Pendulum
1645,US,Bald Mountain Vineyard
1646,Germany,Piesporter Goldtröpfchen Kabinett GL
1647,Germany,Hochheimer Kirchenstück Trocken
1648,Germany,Piesporter Goldtröpfchen Kabinett
1649,Germany,Saulheimer Hölle Trocken
1650,US,The Augur Kick On Ranch Vineyard
1651,US,1149 Rosé of
1653,US,Brut Rosé
1654,US,Rayhill Vineyard
1656,Italy,Quercegobbe
1657,Italy,Maurleo
1658,Italy,Lippo
1659,Portugal,Talhão 1
1660,Chile,Q Grand Reserve
1661,US,Dianthus
1662,Italy,Trasolo
1664,France,Baron d'Ardeuil Vieilles Vignes
1665,Chile,Cefiro Reserva
1666,US,Reserve
1668,France,Cuvée des Conti
1669,France,Château Bazin
1670,Italy,Serisè
1671,Chile,1810
1672,Chile,Gran Reserva Estate Bottled
1673,Italy,Poggio ai Merli
1674,Italy,Non Confonditur
1675,US,Hope
1676,Chile,Private
1677,US,The Sheriff
1679,Spain,Castillo de Albai Crianza
1681,Portugal,Fado Tinto Reserva
1682,US,Alloro Vineyard
1683,Portugal,3 Autores
1684,US,Upstream
1686,Croatia,Vrhunsko Bijelo Vino
1687,Romania,La Umbra
1688,France,Les Cris
1690,US,York Creek Vineyard
1692,US,Preston Vineyards
1693,US,Le Cigare Blanc Beeswax Vineyard
1694,Portugal,Torre de Vila Nova
1695,Portugal,Vinha Grande
1696,France,Les Fosses d'Hareng
1698,US,Estate
1700,US,Sexton Hill Vineyard
1702,Italy,del Comune di La Morra
1704,Spain,Maceración Carbónica
1705,Spain,AV14 Clos d'Englora
1706,Spain,Inspiración Las Canteras
1707,Spain,Crianza
1710,US,DuPratt Vineyard Old Vine
1711,Germany,Bechtheimer Trocken
1712,Chile,Gran Reserva
1713,France,Maison du Villard
1714,US,Estate Bottled
1716,US,Estate Bottled
1717,US,Reserve
1719,US,Erato De Portola Trail Vineyard
1720,US,El Jabali Vineyard Brut Rosé
1721,US,Collins Holystone Vineyard Old Vine
1722,US,Makena
1723,US,Mortal Zin
1724,US,Aatto
1725,Germany,Trocken
1726,US,The Villain
1727,France,Vieilles Vignes
1728,France,Grèves Premier Cru
1729,US,3 Clones
1730,France,Château Lauduc Classic
1731,US,Larner
1732,France,Dominode Premier Cru
1733,US,Bacigalupi Vineyard
1734,Spain,Santbru
1735,France,Les Marconnets Premier Cru
1736,US,Whole Cluster Rosé of
1737,France,Vieilles Vignes
1738,France,Tradition
1740,Hungary,Mandolás
1741,US,Stagecoach Vineyard
1742,US,Wisdom
1743,France,Domaine des Emois
1745,US,La Cruz Vineyard
1746,US,L'Ame du Sage Old Vine
1748,Italy,Tenuta Belguardo
1750,US,Alegría Vineyard
1751,Moldova,Negru de Purcari
1753,Italy,Riserva
1756,US,Fox Den Vineyard
1758,US,Lewis Vineyard
1760,US,Pagani Ranch
1761,Bulgaria,Nimbus Premium
1763,US,Halcyon
1765,France,Le Clos de Bannon
1766,France,La Terre des Anges
1767,France,L'Arret Buffatte
1770,Austria,Ried Spiegel
1771,US,Ventana Vineyard
1772,Austria,Stein
1773,US,Backbone
1774,New Zealand,Hunting Hill
1775,Argentina,Big Bat
1776,Spain,Trienna
1778,US,Upper Crust
1779,Austria,Am Berg
1781,France,César à Sumeire
1783,France,Instinct Parcellaire
1784,US,Yamhill Cuvée
1785,Austria,Von Stokstal
1786,US,Lock Vineyard
1788,US,JA Ranch
1789,Italy,Trezotratto
1790,US,Turbidity Current
1791,US,Ellis Alden Vineyard
1792,US,DuBrul Vineyard
1793,France,L'Enclos Rouge
1794,Spain,Almacenista Manuel Cuevas Jurado Amontillado de Sanlúcar de Barrameda
1796,Austria,Samt & Seide
1797,Austria,Klassik-Cuvée
1798,US,The Heretic North Slope
1799,Austria,Rubin Carnuntum
1800,US,Searby Vineyard
1801,US,3 Divas
1803,Italy,Sotto Castello di Novello
1804,Italy,Via Nuova
1806,Israel,Namura Single Vineyard Special Reserve
1807,US,Carter Vineyard
1808,US,Altitude 2401
1809,US,Wine Creek Ranch
1810,US,Reserve Selection
1811,US,Westphall Ridge Vineyard
1812,Israel,Secret Reserve
1813,Israel,Adama
1814,Israel,Mt. Tabor
1815,US,Rosé
1816,Italy,Sarmassa
1817,US,Shea Vineyard
1818,Germany,Rotwein Trocken
1819,Spain,Crianza
1820,US,Lone Tree Vineyard
1821,Germany,Cremant Brut
1822,Italy,Muntacc
1823,Argentina,Terroir Blend
1824,Italy,Bricco delle Olive
1825,Germany,Ockfener Bockstein Kabinett Erste Lage
1827,US,Russell-Grooters Vineyard
1828,US,Winside Vineyard
1830,France,La Galope
1831,US,Sabre
1834,Argentina,[+]
1836,Portugal,Monte da Cal Colheita Seleccionada
1840,Portugal,Galileu
1841,Portugal,Campelo Tinto
1842,Argentina,Ampakama
1843,France,La Fleur Lily
1844,France,Gouleyant Malbec
1846,Portugal,Terra de Touros
1847,Portugal,Vadio Branco
1848,Portugal,Animus
1849,US,The Classic Four
1850,Argentina,Casa Bianchi Brut Traditional Method
1852,US,Kick Ass
1853,US,Fog
1855,US,Two Pear Vineyard
1856,Portugal,Plexus Rosé
1857,US,Bellissima
1858,US,Unoaked
1859,Argentina,505
1860,US,Gravelly Meadow
1861,Portugal,Dona Santana
1862,US,Sentinel Northridge Vineyard
1863,US,Limited Release
1864,US,Reserve
1865,US,Reserve
1866,US,Estate
1867,France,Rangen de Thann Grand Cru Clos Saint-Théobald
1869,France,Winzenberg Grand Cru
1872,US,Old Kraft Vineyard
1874,US,6th Sense
1875,Italy,Pora Riserva
1877,France,Cuvée Prestige
1878,France,Orbite de Cantinot
1879,France,Tradition
1881,France,Tradition
1882,US,Estate
1884,US,Celilo Vineyard
1885,US,Old Vine
1887,US,H3 Les Chevaux
1888,Portugal,Vila Jardim Escolha
1889,Chile,Rivalta Limited Selection
1891,US,Estate
1892,Spain,Montenovo
1893,Spain,Sobre Lias
1895,Spain,Reserva
1896,Spain,Tinto Figuero 4 Meses en Barrica
1898,Argentina,Reserva de Familia
1902,Argentina,Cavas de Crianza
1904,US,Hunters Blend
1906,US,Vintner's Reserve
1908,US,La Masía Don Miguel Vineyard
1910,US,Island Block
1918,Italy,Ruit Hora
1920,US,Nicholas Vineyard Wädenswil Clone
1921,Germany,Dry
1922,US,Untended
1923,Italy,Castel Ringberg
1925,Italy,Stern
1927,Italy,Söll
1928,US,Grand Reserve
1930,Germany,Trocken
1931,Germany,Piesporter Goldtröpfchen Auslese
1932,Germany,Piesporter Goldtröpfchen Kabinett
1933,Chile,Kankana del Elqui Solar No. 10
1934,Germany,Trocken
1935,Germany,Bernkasteler Badstube Auslese
1936,US,Stony Terrace
1937,Italy,Molino
1939,France,Cuvée Prestige
1940,France,La Réserve du Château
1942,Portugal,Casa de Santar
1943,Portugal,Casa de Santar Reserva Branco
1944,Chile,El Olivar Alto Single Vineyard
1946,US,The Morgster
1947,US,Maxine's Vineyard
1949,Chile,Edición Limitada
1950,Spain,Brut
1951,Spain,Viña Aljibes Cabernet  Sauvignon-Syrah-Cabernet Franc-Tempranillo
1952,Spain,Blanc de Blancs Brut Reserva
1954,US,Nicholas Estate
1955,Spain,Viña Berceo Crianza
1956,US,Sangiacomo Vineyard
1957,US,Roads End Estate Vineyard
1958,Spain,Pinyolet Selección
1959,US,Black Label Stepping Stone
1961,France,Cuvée Gladiateur
1963,Portugal,Ciconia Tinto
1964,US,Will Jarvis' Science Project
1965,France,La Folle Noire d'Ambat
1967,Chile,Corralillo
1968,Italy,Tempore
1969,Italy,IXE
1970,Italy,Mediterra
1971,Portugal,Tinto
1972,US,Pestoni Family Estate Reserve
1974,US,Blacktail Vineyard
1975,US,3 Clones
1976,US,Wirtz Vineyard Reserve
1978,Germany,Qvinterra Trocken
1979,France,La Croix d'Arton
1981,France,Les Montachins
1982,France,Les Baronnes
1983,Portugal,Ciconia Tinto
1984,Argentina,Terroir Series Corte Malbec-Bonarda-Petit Verdot
1985,Italy,Coste di Rose
1986,Italy,Bricco delle Viole
1987,US,Bacigalupi Vineyard
1988,Argentina,Grand Reserve Winemaker's Selection
1990,France,Marie de Beauregard
1991,US,Brown Ranch
1992,US,Arbre Vert Vineyard
1993,Portugal,Veedha
1994,US,La Colina Vineyard
1995,US,Shea Vineyard
1996,Spain,Vetiver Tempranillo
1997,Spain,200 Monges Selección Especial Reserva
1998,Italy,Boiolo
1999,US,Turner Vineyard
2000,Italy,Rocche di Castelletto
2006,US,Teresa's Unoaked
2007,Spain,Joven
2008,US,Dierberg Vineyard
2010,France,Vieilles Vignes
2011,US,Attica Vineyard
2012,France,Signature
2013,Spain,Crianza
2014,US,Estate Bottled
2015,US,Ancestor Estate Reserve Estate Bottled
2016,Germany,Johannisberger Klaus Spätlese
2017,US,Classic Collection
2018,US,Proprietary
2019,US,Schatz Family Reserve
2020,Germany,Cuvée Noir
2021,Germany,Hattenheimer Schützenhaus Kabinett Trocken
2024,US,Testa Vineyard
2025,Australia,Ned & Henry's
2026,US,Especial
2027,Germany,Kabinett
2028,Australia,1927 Vines
2029,Italy,Shamaris
2030,France,Grandes Vignes
2033,US,Cancilla Vineyard Ken's POM
2034,Italy,Bianco
2037,Italy,Il Frappato
2038,Italy,Mofete
2039,Italy,Rosso
2040,US,Olenik Vineyard Wadensvil Block
2041,US,Tavola
2042,France,La Madeleine de Saint-Mont
2043,Austria,St. Georg
2044,US,Brosseau Vineyard
2046,Austria,Schiefer
2047,France,Les Puechs
2048,France,Léoube la Londe
2049,Italy,Valle del Noce
2050,US,Perli Vineyard
2051,US,Miljenko's Selection Estate Grown
2052,New Zealand,Estate
2053,France,La Lande Cavagnac
2054,US,Etoile Vineyard Block 22
2055,France,Château de Selle
2057,Austria,Strass
2058,US,Eight Clones Red Willow Vineyard
2059,US,Revelation Rodney's Vineyard
2060,US,Bien Nacido Vineyard
2061,France,Confidentielle
2064,US,Trenton Estate Vineyard
2067,France,Etoile
2068,US,Beehive
2069,US,Black Oak Vineyard
2070,US,Reserve
2071,US,Older Barrels
2072,US,Barrel Select
2073,US,Villa Andriana Vineyard Estate
2074,Croatia,Ponente
2075,Turkey,Dry
2076,Italy,Nerento Riserva
2077,Italy,Piegaia Riserva
2078,Spain,Inspiración Valdemar Selección
2079,Italy,6.38 Gran Selezione
2080,Spain,Fino Una Palma
2082,France,Domaine des Santonilles
2083,Spain,Blanc de Noirs Brut Reserva
2084,Italy,Riserva
2086,US,Made with Organic Grapes
2087,Slovenia,Fosilni Breg Reserve
2088,US,Chicken Dinner
2089,Italy,Olinto
2090,US,Black Betty
2091,US,Ascent
2092,US,Koos-Koos-Kia
2093,US,Rancher's
2094,France,Les Bernadats
2096,Slovenia,Yanez
2097,Italy,Perenzo
2098,Italy,Vigna Manapetra
2100,France,Tradition
2101,US,Lone Tree Vineyard
2102,France,Château de Grézels Prestige
2103,US,Coro Mendocino
2104,US,Michael's Cuvée
2107,Israel,Petit Castel
2108,Germany,Bernkasteler alte Badstube am Doctorberg Spätlese
2109,Germany,Bernkasteler Badstube Kabinett
2110,Germany,Bernkasteler Badstube Spätlese
2111,Germany,Wachenheim Trocken
2112,US,Limited Selection
2113,France,En Travertin
2115,Portugal,Alambre
2116,Italy,Sorano
2117,Italy,Bergeisa
2118,Italy,Pallaretta
2119,Germany,Studert Prüm Maximinhof Wehlener Sonnenuhr Kabinett
2120,France,Vieilles Vignes
2121,Italy,Marenca
2122,Italy,Gattera
2123,US,Rebotarro Vineyard Old Vine
2124,US,Verah
2127,Italy,Cannubi
2129,US,Russell-Grooters Vineyard
2130,Spain,Viña Temprana Old Vines
2131,US,Handal-Denier Vineyard
2132,Portugal,Dona Helena Colheita
2135,Argentina,Private Collection Malbec Brut Rosé
2136,Portugal,Três Castas
2137,Spain,de Sommos
2138,Spain,Garnacha-Tempranillo-Cabernet Sauvignon-Syrah
2139,US,La Jolla Del Norte Vineyard Block Two
2143,Argentina,Paisaje de Barrancas
2146,Italy,Madonna delle Grazie
2148,Australia,The Factor
2149,US,Coastlands Vineyard
2150,Italy,Montosoli
2160,Italy,Ruit Hora
2162,US,Barrel Select
2163,US,The Rancher
2166,US,Hunters Blend
2167,US,Vintner's Reserve
2169,US,La Masía Don Miguel Vineyard
2171,US,Island Block
2173,US,Estate
2174,US,Estate Vineyards
2175,US,Estate
2178,US,McKinley Springs Vineyard
2179,US,Old West Block
2184,Argentina,Reserva
2185,US,3 Horse Ranch Vineyard
2187,Italy,Andretta Riserva
2188,Italy,Riserva
2190,US,Nicholas Estate
2191,Italy,Fioranello Bianco
2192,US,Sangiacomo Vineyard
2193,US,Roads End Estate Vineyard
2194,Spain,Viña Berceo Crianza
2195,US,Steelbird Unoaked
2196,Germany,Golf Trocken
2198,France,Camp Romain
2199,Spain,Rosé Brut Reserva
2201,France,La Fiole
2202,US,Brut Rosé
2203,Spain,Roble
2204,France,Héritages Élevé en Foudres de Chêne
2205,Portugal,Colheita Seleccionada Branco
2206,Italy,D'Unico
2207,Spain,Josep Foraster
2208,US,Old Head
2209,Chile,Corralillo
2210,Italy,Poggio Badiola
2213,Portugal,Fazedouro
2214,US,Silver Linings Pinot Noir
2215,Italy,Sasyr
2216,Italy,Sileno
2219,Italy,Traluna
2220,US,Benito Dusi Ranch
2221,France,Cuvée Hyménée Brut
2222,US,Pilgrim Vineyard
2223,Portugal,Reserva
2224,Italy,Mantele
2225,Germany,Felseneck Wallhausen  Trocken GG
2227,US,Sherman Family Vineyard Old Vine
2228,Portugal,Grande Rocim Reserva
2229,France,Premier Cru
2231,US,The Attaché
2233,Italy,Penon
2236,Italy,Alfeo
2239,France,Le Grand Rossignol du Château Lamothe Vincent
2241,Portugal,Palestra
2242,France,Les Hauts Jarrons Premier Cru
2244,Germany,Franz Anton Schwarzer Adler
2246,Italy,Massifitti
2249,US,Pinot Noir
2254,US,Heritage Block Rosé of
2255,US,Director's Cut
2256,US,Gia
2258,Italy,Colarej
2259,Italy,Le Coste
2261,US,Rsv.
2262,Portugal,Periquita
2263,France,Domaine Geoffrenet-Morval Version Originale
2268,France,Lieu-dit Les Epinats
